departamento,codigo_via,kilometro,modalidad,hora_siniestro,mes,dia_semana,es_noche,fatal
ANCASH,PE-1N,228.0,DESPISTE,4.0,2.0,FRIDAY,0,0
ANCASH,PE-1N,242.0,DESPISTE,8.0,2.0,FRIDAY,0,0
ANCASH,PE-14,345.0,DESPISTE,19.0,2.0,FRIDAY,1,0
ANCASH,PE-1N,345.0,DESPISTE,19.0,2.0,FRIDAY,1,0
AREQUIPA,PE-1S,737.0,DESPISTE,1.0,2.0,FRIDAY,0,0
PIURA,PE-1N,964.0,DESPISTE,12.0,2.0,FRIDAY,0,0
AYACUCHO,PE-28B,41.0,CHOQUE,16.0,2.0,SATURDAY,0,0
PIURA,PE-02A,53.0,ATROPELLO,21.0,2.0,SATURDAY,1,0
CAJAMARCA,PE-08B,61.0,DESPISTE,17.0,2.0,SATURDAY,0,0
AYACUCHO,PE-30A,73.0,DESPISTE,12.0,2.0,SATURDAY,0,0
AYACUCHO,PE-30A,73.0,DESPISTE,12.0,2.0,SATURDAY,0,0
LAMBAYEQUE,PE-1NJ,76.0,DESPISTE,23.0,2.0,SATURDAY,1,0
LAMBAYEQUE,PE-1NJ,76.0,DESPISTE,23.0,2.0,SATURDAY,1,0
LIMA,PE-1N,90.0,DESPISTE,6.0,2.0,SATURDAY,0,0
LIMA,PE-1N,90.0,DESPISTE,6.0,2.0,SATURDAY,0,0
LAMBAYEQUE,PE-1NJ,91.0,CHOQUE,21.0,2.0,SATURDAY,1,0
LAMBAYEQUE,PE-1NJ,91.0,CHOQUE,21.0,2.0,SATURDAY,1,0
LIMA,PE-22,103.0,CHOQUE,15.0,2.0,SATURDAY,0,0
ANCASH,PE-1N,228.0,DESPISTE,4.0,2.0,SATURDAY,0,0
HUANUCO,PE-3N,262.0,DESPISTE,13.0,2.0,SATURDAY,0,1
ANCASH,PE-1N,423.0,VOLCADURA,20.0,2.0,SATURDAY,1,0
AREQUIPA,PE-1S,737.0,DESPISTE,1.0,2.0,SATURDAY,0,0
CUSCO,PE-3S,880.0,DESPISTE,1.0,2.0,SATURDAY,0,0
CUSCO,PE-3S,880.0,DESPISTE,1.0,2.0,SATURDAY,0,0
CUSCO,PE-3S,1026.0,DESPISTE,6.0,2.0,SATURDAY,0,0
ANCASH,PE-12A,10.0,DESPISTE,17.0,2.0,SUNDAY,0,0
LIMA,PE-1NA,16.0,DESPISTE,4.0,2.0,SUNDAY,0,0
LIMA,PE-1NA,16.0,DESPISTE,4.0,2.0,SUNDAY,0,0
AMAZONAS,PE-08C,17.0,DESPISTE,17.0,2.0,SUNDAY,0,0
PIURA,PE-02A,65.0,CHOQUE,18.0,2.0,SUNDAY,1,0
JUNIN,PE-22,157.0,DESPISTE,14.0,2.0,SUNDAY,0,0
ANCASH,PE-1N,263.0,DESPISTE,8.0,2.0,SUNDAY,0,0
AYACUCHO,PE-3S,394.0,DESPISTE,18.0,2.0,SUNDAY,1,0
MADRE DE DIOS,PE-30C,418.0,DESPISTE,17.0,2.0,SUNDAY,0,0
ICA,PE-1S,495.0,CHOQUE,12.0,2.0,SUNDAY,0,0
ICA,PE-1S,495.0,CHOQUE,12.0,2.0,SUNDAY,0,0
SAN MARTIN,PE-5N,498.0,DESPISTE,20.0,2.0,SUNDAY,1,0
SAN MARTIN,PE-5N,509.0,DESPISTE,17.0,2.0,SUNDAY,0,0
AREQUIPA,PE-1S,617.0,DESPISTE,20.0,2.0,SUNDAY,1,0
AREQUIPA,PE-1S,633.0,DESPISTE,10.0,2.0,SUNDAY,0,0
LA LIBERTAD,PE-1N,675.0,CHOQUE,23.0,2.0,SUNDAY,1,1
LA LIBERTAD,PE-1N,675.0,CHOQUE,23.0,2.0,SUNDAY,1,0
LAMBAYEQUE,PE-1N,836.0,CHOQUE,21.0,2.0,SUNDAY,1,0
LAMBAYEQUE,PE-1N,836.0,CHOQUE,21.0,2.0,SUNDAY,1,0
CAJAMARCA,PE-08A,6.0,DESPISTE,11.0,2.0,MONDAY,0,0
CAJAMARCA,PE-08A,6.0,DESPISTE,11.0,2.0,MONDAY,0,0
PUNO,PE-34B,6.0,CHOQUE,18.0,2.0,MONDAY,1,0
LORETO,LO-103,11.0,DESPISTE,16.0,2.0,MONDAY,0,0
LIMA,PE-1NE,12.0,CHOQUE,15.0,2.0,MONDAY,0,0
LIMA,PE-1NE,12.0,CHOQUE,15.0,2.0,MONDAY,0,0
ICA,PE-30A,39.0,DESPISTE,20.0,2.0,MONDAY,1,0
LIMA,PE-22,99.0,CHOQUE,10.0,2.0,MONDAY,0,0
LIMA,PE-22,100.0,CHOQUE,10.0,2.0,MONDAY,0,0
JUNIN,PE-3SB,109.0,DESPISTE,13.0,2.0,MONDAY,0,0
CAJAMARCA,PE-3N,120.0,CHOQUE,2.0,2.0,MONDAY,0,1
CAJAMARCA,PE-3N,120.0,CHOQUE,2.0,2.0,MONDAY,0,0
CAJAMARCA,PE-3N,120.0,CHOQUE,2.0,2.0,MONDAY,0,0
CAJAMARCA,PE-3N,120.0,CHOQUE,12.0,2.0,MONDAY,0,0
CAJAMARCA,PE-3N,137.0,CHOQUE,11.0,2.0,MONDAY,0,0
PASCO,PE-3N,138.0,DESPISTE,10.0,2.0,MONDAY,0,0
ICA,PE-1S,183.0,DESPISTE,7.0,2.0,MONDAY,0,0
ICA,PE-1S,183.0,DESPISTE,7.0,2.0,MONDAY,0,0
ANCASH,PE-1N,393.0,DESPISTE,15.0,2.0,MONDAY,0,0
JUNIN,PE-5S,38.0,CHOQUE,18.0,2.0,TUESDAY,1,0
LA LIBERTAD,PE-1NF,62.0,CHOQUE,7.0,2.0,TUESDAY,0,1
LIMA,PE-1N,74.0,DESPISTE,18.0,2.0,TUESDAY,1,0
JUNIN,PE-3SB,101.0,CHOQUE,12.0,2.0,TUESDAY,0,0
LIMA,PE-1N,103.0,DESPISTE,4.0,2.0,TUESDAY,0,0
LIMA,PE-1N,103.0,DESPISTE,4.0,2.0,TUESDAY,0,0
LIMA,PE-22,104.0,DESPISTE,11.0,2.0,TUESDAY,0,0
LIMA,PE-22,104.0,DESPISTE,11.0,2.0,TUESDAY,0,0
LIMA,PE-22,115.0,DESPISTE,16.0,2.0,TUESDAY,0,0
CAJAMARCA,PE-3N,141.0,DESPISTE,7.0,2.0,TUESDAY,0,0
CAJAMARCA,PE-3N,141.0,DESPISTE,7.0,2.0,TUESDAY,0,0
ICA,PE-1S,179.0,DESPISTE,10.0,2.0,TUESDAY,0,0
AYACUCHO,PE-28A,262.0,CHOQUE,8.0,2.0,TUESDAY,0,1
AYACUCHO,PE-28A,262.0,CHOQUE,8.0,2.0,TUESDAY,0,0
ICA,PE-1S,420.0,DESPISTE,4.0,2.0,TUESDAY,0,0
ICA,PE-1S,420.0,DESPISTE,4.0,2.0,TUESDAY,0,0
HUANUCO,PE-5N,472.0,CHOQUE,18.0,2.0,TUESDAY,1,0
SAN MARTIN,PE-5N,652.0,CHOQUE,15.0,2.0,TUESDAY,0,0
SAN MARTIN,PE-5N,652.0,CHOQUE,20.0,2.0,TUESDAY,1,0
LAMBAYEQUE,PE-1N,832.0,DESPISTE,6.0,2.0,TUESDAY,0,0
LAMBAYEQUE,PE-1N,832.0,DESPISTE,6.0,2.0,TUESDAY,0,0
PUNO,PE-3S,1189.0,CHOQUE,14.0,2.0,TUESDAY,0,0
LA LIBERTAD,PE-1NF,0.0,CHOQUE,5.0,2.0,WEDNESDAY,0,1
LA LIBERTAD,PE-10A,1.0,CHOQUE,5.0,2.0,WEDNESDAY,0,0
CAJAMARCA,PE-08A,7.0,ESPECIAL,19.0,2.0,WEDNESDAY,1,0
MOQUEGUA,PE-1SD,19.0,CHOQUE,9.0,2.0,WEDNESDAY,0,0
TACNA,PE-1SD,19.0,CHOQUE,9.0,2.0,WEDNESDAY,0,0
PUNO,PE-34H,25.0,ATROPELLO,11.0,2.0,WEDNESDAY,0,0
UCAYALI,PE-18C,38.0,CHOQUE,21.0,2.0,WEDNESDAY,1,0
LIMA,PE-1S,90.0,CHOQUE,6.0,2.0,WEDNESDAY,0,0
LIMA,PE-1S,90.0,CHOQUE,6.0,2.0,WEDNESDAY,0,0
MOQUEGUA,PE-36A,92.0,DESPISTE,15.0,2.0,WEDNESDAY,0,0
JUNIN,PE-3SB,110.0,CHOQUE,6.0,2.0,WEDNESDAY,0,0
AREQUIPA,PE-1SD,119.0,CHOQUE,19.0,2.0,WEDNESDAY,1,1
AYACUCHO,PE-28B,129.0,CHOQUE,14.0,2.0,WEDNESDAY,0,0
LIMA,PE-1S,131.0,DESPISTE,6.0,2.0,WEDNESDAY,0,0
PUNO,PE-34A,286.0,CHOQUE,13.0,2.0,WEDNESDAY,0,1
PUNO,PE-34A,286.0,CHOQUE,15.0,2.0,WEDNESDAY,0,0
APURIMAC,PE-30A,298.0,DESPISTE,1.0,2.0,WEDNESDAY,0,0
SAN MARTIN,PE-5N,440.0,DESPISTE,20.0,2.0,WEDNESDAY,1,0
SAN MARTIN,PE-5N,596.0,DESPISTE,23.0,2.0,WEDNESDAY,1,0
LAMBAYEQUE,PE-1N,836.0,CHOQUE,6.0,2.0,WEDNESDAY,0,0
PIURA,PE-1N,895.0,CHOQUE,7.0,2.0,WEDNESDAY,0,0
TACNA,PE-1S,1293.0,CHOQUE,19.0,2.0,WEDNESDAY,1,1
TACNA,PE-1S,1293.0,CHOQUE,19.0,2.0,WEDNESDAY,1,0
SAN MARTIN,PE-5N,1.0,CHOQUE,19.0,2.0,THURSDAY,1,0
LORETO,PE-5NI,2.0,CHOQUE,20.0,2.0,THURSDAY,1,0
JUNIN,PE-3S,16.0,DESPISTE,18.0,2.0,THURSDAY,1,0
JUNIN,PE-3S,16.0,VOLCADURA,18.0,2.0,THURSDAY,1,0
LIMA,PE-1S,23.0,DESPISTE,4.0,2.0,THURSDAY,0,0
LIMA,PE-1N,23.0,DESPISTE,4.0,2.0,THURSDAY,0,0
LIMA,PE-1S,24.0,CHOQUE,8.0,2.0,THURSDAY,0,0
ICA,PE-30A,28.0,CHOQUE,6.0,2.0,THURSDAY,0,0
JUNIN,PE-3S,63.0,CHOQUE,11.0,2.0,THURSDAY,0,0
JUNIN,PE-3S,63.0,CHOQUE,11.0,2.0,THURSDAY,0,0
JUNIN,PE-3N,82.0,DESPISTE,17.0,2.0,THURSDAY,0,0
JUNIN,PE-3N,82.0,DESPISTE,17.0,2.0,THURSDAY,0,0
HUANUCO,PE-18A,91.0,DESPISTE,12.0,2.0,THURSDAY,0,0
LAMBAYEQUE,PE-1NJ,121.0,DESPISTE,9.0,2.0,THURSDAY,0,0
CAJAMARCA,PE-06A,150.0,DESPISTE,15.0,2.0,THURSDAY,0,0
CAJAMARCA,PE-06A,150.0,DESPISTE,15.0,2.0,THURSDAY,0,0
ANCASH,PE-1N,315.0,CHOQUE,4.0,2.0,THURSDAY,0,0
ANCASH,PE-1N,315.0,CHOQUE,4.0,2.0,THURSDAY,0,0
LA LIBERTAD,PE-1N,643.0,N.I.,7.0,2.0,THURSDAY,0,0
LA LIBERTAD,PE-1N,643.0,N.I.,7.0,2.0,THURSDAY,0,0
SAN MARTIN,PE-5N,653.0,CHOQUE,19.0,2.0,THURSDAY,1,0
AREQUIPA,PE-1S,989.0,CHOQUE,11.0,2.0,THURSDAY,0,0
PUNO,PE-3S,1156.0,DESPISTE,9.0,2.0,THURSDAY,0,0
PUNO,PE-3S,1156.0,DESPISTE,9.0,2.0,THURSDAY,0,0
TACNA,PE-1S,1285.0,DESPISTE,15.0,2.0,THURSDAY,0,0
LIMA,PE-1S,8.0,CHOQUE,20.0,2.0,FRIDAY,1,0
LIMA,PE-1S,30.0,VOLCADURA,17.0,2.0,FRIDAY,0,0
LIMA,PE-1N,44.0,DESPISTE,16.0,2.0,FRIDAY,0,0
LIMA,PE-1N,44.0,CHOQUE,23.0,2.0,FRIDAY,1,0
JUNIN,PE-3S,60.0,DESPISTE,13.0,2.0,FRIDAY,0,0
CUSCO,PE-34J,65.0,DESPISTE,12.0,2.0,FRIDAY,0,0
LIMA,PE-1N,103.0,DESPISTE,16.0,2.0,FRIDAY,0,0
LIMA,PE-1S,109.0,DESPISTE,19.0,2.0,FRIDAY,1,0
LIMA,PE-1S,109.0,DESPISTE,19.0,2.0,FRIDAY,1,0
JUNIN,PE-22,153.0,VOLCADURA,3.0,2.0,FRIDAY,0,0
LIMA,PE-1S,173.0,DESPISTE,15.0,2.0,FRIDAY,0,0
ICA,PE-1S,194.0,CHOQUE,17.0,2.0,FRIDAY,0,0
PUNO,PE-34A,208.0,DESPISTE,9.0,2.0,FRIDAY,0,1
LIMA,PE-1N,209.0,DESPISTE,7.0,2.0,FRIDAY,0,0
MADRE DE DIOS,PE-30C,328.0,DESPISTE,17.0,2.0,FRIDAY,0,0
MADRE DE DIOS,PE-30C,432.0,CHOQUE,13.0,2.0,FRIDAY,0,0
LAMBAYEQUE,PE-1N,824.0,DESPISTE,14.0,2.0,FRIDAY,0,0
LAMBAYEQUE,PE-1N,824.0,DESPISTE,14.0,2.0,FRIDAY,0,0
MOQUEGUA,PE-1S,1094.0,CHOQUE,5.0,2.0,FRIDAY,0,0
PUNO,PE-34B,4.0,CHOQUE,1.0,2.0,SATURDAY,0,1
PUNO,PE-34B,4.0,CHOQUE,21.0,2.0,SATURDAY,1,0
ICA,PE-28A,26.0,DESPISTE,7.0,2.0,SATURDAY,0,0
JUNIN,PE-3S,57.0,CHOQUE,16.0,2.0,SATURDAY,0,1
JUNIN,PE-3S,57.0,CHOQUE,16.0,2.0,SATURDAY,0,0
LIMA,PE-1S,169.0,DESPISTE,6.0,2.0,SATURDAY,0,0
LIMA,PE-1S,169.0,DESPISTE,6.0,2.0,SATURDAY,0,0
ICA,PE-1S,185.0,DESPISTE,6.0,2.0,SATURDAY,0,0
ICA,PE-1S,315.0,CHOQUE,7.0,2.0,SATURDAY,0,1
APURIMAC,PE-30A,393.0,VOLCADURA,13.0,2.0,SATURDAY,0,0
APURIMAC,PE-30A,393.0,VOLCADURA,14.0,2.0,SATURDAY,0,0
SAN MARTIN,PE-5N,486.0,DESPISTE,8.0,2.0,SATURDAY,0,0
LA LIBERTAD,PE-1N,561.0,CHOQUE,5.0,2.0,SATURDAY,0,0
LAMBAYEQUE,PE-1N,806.0,CHOQUE,20.0,2.0,SATURDAY,1,0
AREQUIPA,PE-1S,1057.0,CHOQUE,19.0,2.0,SATURDAY,1,0
AREQUIPA,PE-1S,1057.0,CHOQUE,19.0,2.0,SATURDAY,1,0
JUNIN,PE-22B,3.0,ESPECIAL,21.0,2.0,SUNDAY,1,0
LORETO,LO-103,8.0,CHOQUE,19.0,2.0,SUNDAY,1,0
UCAYALI,PE-18C,10.0,DESPISTE,11.0,2.0,SUNDAY,0,0
AREQUIPA,PE-34C,22.0,DESPISTE,23.0,2.0,SUNDAY,1,1
LA LIBERTAD,PE-10A,22.0,CHOQUE,21.0,2.0,SUNDAY,1,0
LIMA,PE-22,67.0,DESPISTE,17.0,2.0,SUNDAY,0,0
LAMBAYEQUE,PE-1NJ,70.0,CHOQUE,20.0,2.0,SUNDAY,1,0
LAMBAYEQUE,PE-1NJ,70.0,CHOQUE,20.0,2.0,SUNDAY,1,0
LIMA,PE-22,109.0,DESPISTE,18.0,2.0,SUNDAY,1,0
LIMA,PE-22,109.0,DESPISTE,18.0,2.0,SUNDAY,1,0
TUMBES,PE-1N,160.0,CHOQUE,0.0,2.0,SUNDAY,0,1
TUMBES,PE-1N,160.0,CHOQUE,0.0,2.0,SUNDAY,0,0
LA LIBERTAD,PE-10C,276.0,DESPISTE,4.0,2.0,SUNDAY,0,0
ICA,PE-1S,333.0,CHOQUE,6.0,2.0,SUNDAY,0,0
LA LIBERTAD,PE-1N,525.0,ATROPELLO,6.0,2.0,SUNDAY,0,1
SAN MARTIN,PE-5N,725.0,CHOQUE,20.0,2.0,SUNDAY,1,0
AREQUIPA,PE-1S,944.0,DESPISTE,18.0,2.0,SUNDAY,1,0
UCAYALI,PE-18C,18.0,DESPISTE,14.0,3.0,MONDAY,0,0
UCAYALI,PE-18C,22.0,CHOQUE,9.0,3.0,MONDAY,0,0
HUANUCO,PE-18A,36.0,DESPISTE,23.0,3.0,MONDAY,1,0
LAMBAYEQUE,PE-1NJ,56.0,CHOQUE,17.0,3.0,MONDAY,0,0
ANCASH,PE-16,65.0,DESPISTE,18.0,3.0,MONDAY,1,0
AREQUIPA,PE-34A,72.0,DESPISTE,6.0,3.0,MONDAY,0,0
LIMA,PE-22,72.0,DESPISTE,12.0,3.0,MONDAY,0,0
LIMA,PE-1S,127.0,CHOQUE,17.0,3.0,MONDAY,0,0
UCAYALI,PE-18C,134.0,CHOQUE,12.0,3.0,MONDAY,0,0
PASCO,PE-22,152.0,CHOQUE,15.0,3.0,MONDAY,0,0
AREQUIPA,PE-1S,586.0,CHOQUE,2.0,3.0,MONDAY,0,0
LAMBAYEQUE,PE-1N,872.0,CHOQUE,16.0,3.0,MONDAY,0,0
PIURA,PE-1N,987.0,DESPISTE,3.0,3.0,MONDAY,0,0
MOQUEGUA,PE-1S,1161.0,CHOQUE,17.0,3.0,MONDAY,0,0
TACNA,PE-1S,1270.0,DESPISTE,9.0,3.0,MONDAY,0,0
CAJAMARCA,N.I.,0.0,DESPISTE,21.0,3.0,TUESDAY,1,1
ANCASH,AN-110,5.0,DESPISTE,1.0,3.0,TUESDAY,0,0
LORETO,LO-103,45.0,DESPISTE,15.0,3.0,TUESDAY,0,0
JUNIN,PE-3N,50.0,DESPISTE,1.0,3.0,TUESDAY,0,0
CUSCO,PE-30C,67.0,CHOQUE,7.0,3.0,TUESDAY,0,1
PASCO,PA-107,103.0,CHOQUE,10.0,3.0,TUESDAY,0,0
LIMA,PE-1S,104.0,DESPISTE,23.0,3.0,TUESDAY,1,0
ANCASH,PE-16,114.0,CHOQUE,9.0,3.0,TUESDAY,0,0
LA LIBERTAD,PE-3N,154.0,CHOQUE,13.0,3.0,TUESDAY,0,1
PUNO,PE-34A,208.0,DESPISTE,15.0,3.0,TUESDAY,0,0
ICA,PE-1S,221.0,DESPISTE,6.0,3.0,TUESDAY,0,1
PUNO,PE-34B,225.0,DESPISTE,10.0,3.0,TUESDAY,0,0
PUNO,PE-34A,250.0,CHOQUE,10.0,3.0,TUESDAY,0,0
ANCASH,PE-1N,380.0,CHOQUE,22.0,3.0,TUESDAY,1,0
ANCASH,PE-1N,423.0,CHOQUE,5.0,3.0,TUESDAY,0,0
SAN MARTIN,PE-5N,652.0,DESPISTE,5.0,3.0,TUESDAY,0,0
CUSCO,PE-3S,1065.0,CHOQUE,7.0,3.0,TUESDAY,0,0
LIMA,PE-1S,9.0,CHOQUE,0.0,3.0,WEDNESDAY,0,0
UCAYALI,PE-18C,20.0,CHOQUE,13.0,3.0,WEDNESDAY,0,0
AREQUIPA,PE-34A,29.0,DESPISTE,5.0,3.0,WEDNESDAY,0,0
LIMA,PE-22,109.0,CHOQUE,14.0,3.0,WEDNESDAY,0,0
ANCASH,PE-3N,148.0,CHOQUE,7.0,3.0,WEDNESDAY,0,1
ICA,PE-1S,183.0,CHOQUE,5.0,3.0,WEDNESDAY,0,0
APURIMAC,PE-30A,306.0,CHOQUE,19.0,3.0,WEDNESDAY,1,0
ANCASH,PE-1N,399.0,DESPISTE,8.0,3.0,WEDNESDAY,0,0
LAMBAYEQUE,PE-1N,836.0,ATROPELLO,17.0,3.0,WEDNESDAY,0,0
CUSCO,PE-3S,1114.0,CHOQUE,21.0,3.0,WEDNESDAY,1,1
LORETO,LO-103,14.0,ESPECIAL,11.0,3.0,THURSDAY,0,0
PIURA,PE-1NN,14.0,CHOQUE,18.0,3.0,THURSDAY,1,0
LIMA,PE-20A,28.0,ATROPELLO,19.0,3.0,THURSDAY,1,0
LA LIBERTAD,PE-10A,69.0,CHOQUE,20.0,3.0,THURSDAY,1,0
LIMA,PE-22,85.0,DESPISTE,0.0,3.0,THURSDAY,0,0
LIMA,PE-1N,115.0,CHOQUE,7.0,3.0,THURSDAY,0,0
CUSCO,PE-30C,125.0,CHOQUE,20.0,3.0,THURSDAY,1,0
LIMA,PE-1N,149.0,CHOQUE,6.0,3.0,THURSDAY,0,1
ANCASH,PE-1N,396.0,CHOQUE,2.0,3.0,THURSDAY,0,0
ANCASH,PE-1N,396.0,CHOQUE,3.0,3.0,THURSDAY,0,0
MADRE DE DIOS,PE-30C,417.0,CHOQUE,22.0,3.0,THURSDAY,1,0
LA LIBERTAD,PE-1N,517.0,CHOQUE,13.0,3.0,THURSDAY,0,0
LA LIBERTAD,PE-1N,517.0,CHOQUE,13.0,3.0,THURSDAY,0,0
LA LIBERTAD,PE-1N,575.0,CHOQUE,12.0,3.0,THURSDAY,0,0
LA LIBERTAD,PE-1N,634.0,DESPISTE,3.0,3.0,THURSDAY,0,0
AREQUIPA,PE-1S,653.0,DESPISTE,21.0,3.0,THURSDAY,1,0
LAMBAYEQUE,PE-1N,807.0,CHOQUE,10.0,3.0,THURSDAY,0,0
CUSCO,PE-3S,950.0,CHOQUE,16.0,3.0,THURSDAY,0,0
AYACUCHO,PE-28B,17.0,CHOQUE,15.0,3.0,FRIDAY,0,0
ANCASH,PE-3N,34.0,DESPISTE,11.0,3.0,FRIDAY,0,0
CAJAMARCA,PE-08B,37.0,DESPISTE,22.0,3.0,FRIDAY,1,0
CAJAMARCA,PE-3N,47.0,CHOQUE,16.0,3.0,FRIDAY,0,0
AREQUIPA,PE-34A,62.0,DESPISTE,5.0,3.0,FRIDAY,0,0
LAMBAYEQUE,PE-1NJ,71.0,CHOQUE,22.0,3.0,FRIDAY,1,0
LIMA,PE-22,126.0,CHOQUE,7.0,3.0,FRIDAY,0,0
AYACUCHO,PE-28B,170.0,CHOQUE,17.0,3.0,FRIDAY,0,0
ANCASH,PE-1N,338.0,CHOQUE,3.0,3.0,FRIDAY,0,0
ICA,PE-1S,379.0,CHOQUE,19.0,3.0,FRIDAY,1,0
LA LIBERTAD,PE-1N,602.0,CHOQUE,7.0,3.0,FRIDAY,0,0
PIURA,PE-1N,899.0,CHOQUE,20.0,3.0,FRIDAY,1,1
CUSCO,PE-3S,937.0,ATROPELLO,15.0,3.0,FRIDAY,0,0
AREQUIPA,PE-34A,0.0,CHOQUE,17.0,3.0,SATURDAY,0,0
ICA,PE-1S,0.0,DESPISTE,12.0,3.0,SATURDAY,0,0
LIMA,PE-1NE,5.0,DESPISTE,19.0,3.0,SATURDAY,1,0
LIMA,PE-1S,47.0,DESPISTE,5.0,3.0,SATURDAY,0,0
JUNIN,PE-22,134.0,CHOQUE,8.0,3.0,SATURDAY,0,0
LIMA,PE-1N,145.0,DESPISTE,18.0,3.0,SATURDAY,1,0
ICA,PE-1S,204.0,CHOQUE,14.0,3.0,SATURDAY,0,0
AYACUCHO,PE-3S,320.0,DESPISTE,15.0,3.0,SATURDAY,0,0
APURIMAC,PE-30A,378.0,DESPISTE,11.0,3.0,SATURDAY,0,0
LAMBAYEQUE,PE-1N,758.0,ATROPELLO,2.0,3.0,SATURDAY,0,0
CUSCO,PE-3S,1015.0,DESPISTE,15.0,3.0,SATURDAY,0,0
CUSCO,PE-3S,1099.0,CHOQUE,22.0,3.0,SATURDAY,1,0
MOQUEGUA,PE-1S,1196.0,ATROPELLO,20.0,3.0,SATURDAY,1,0
JUNIN,PE-22B,7.0,CHOQUE,11.0,3.0,SUNDAY,0,0
UCAYALI,PE-18C,40.0,CHOQUE,5.0,3.0,SUNDAY,0,1
LIMA,PE-1N,42.0,CHOQUE,12.0,3.0,SUNDAY,0,1
LIMA,PE-22,46.0,DESPISTE,5.0,3.0,SUNDAY,0,0
LIMA,PE-20C,92.0,DESPISTE,5.0,3.0,SUNDAY,0,1
AREQUIPA,PE-34A,170.0,DESPISTE,15.0,3.0,SUNDAY,0,0
TUMBES,PE-1N,189.0,CHOQUE,20.0,3.0,SUNDAY,1,0
ANCASH,PE-1N,338.0,DESPISTE,18.0,3.0,SUNDAY,1,0
PIURA,PE-1N,13.0,CHOQUE,9.0,3.0,MONDAY,0,1
LIMA,PE-20A,26.0,DESPISTE,15.0,3.0,MONDAY,0,0
AYACUCHO,PE-38B,45.0,CHOQUE,6.0,3.0,MONDAY,0,0
LAMBAYEQUE,PE-1NJ,52.0,CHOQUE,7.0,3.0,MONDAY,0,1
JUNIN,PE-3S,66.0,DESPISTE,16.0,3.0,MONDAY,0,0
LIMA,PE-22,70.0,CHOQUE,20.0,3.0,MONDAY,1,0
AREQUIPA,PE-34A,73.0,DESPISTE,10.0,3.0,MONDAY,0,1
LIMA,PE-1S,91.0,CHOQUE,7.0,3.0,MONDAY,0,0
LAMBAYEQUE,PE-1NJ,98.0,CHOQUE,13.0,3.0,MONDAY,0,0
LIMA,PE-1S,98.0,CHOQUE,2.0,3.0,MONDAY,0,0
MOQUEGUA,PE-36A,125.0,VOLCADURA,17.0,3.0,MONDAY,0,0
PUNO,PE-34A,203.0,DESPISTE,9.0,3.0,MONDAY,0,0
HUANUCO,PE-3N,224.0,CHOQUE,12.0,3.0,MONDAY,0,0
MADRE DE DIOS,PE-30C,322.0,ATROPELLO,8.0,3.0,MONDAY,0,0
ICA,PE-1S,325.0,CHOQUE,14.0,3.0,MONDAY,0,0
ANCASH,PE-1N,360.0,DESPISTE,16.0,3.0,MONDAY,0,0
LA LIBERTAD,PE-1N,702.0,CHOQUE,11.0,3.0,MONDAY,0,1
AREQUIPA,PE-1S,926.0,DESPISTE,9.0,3.0,MONDAY,0,0
PIURA,PE-1N,984.0,CHOQUE,1.0,3.0,MONDAY,0,1
CAJAMARCA,PE-5N,1397.0,CHOQUE,16.0,3.0,MONDAY,0,1
N.I.,N.I.,0.0,CHOQUE,10.0,3.0,TUESDAY,0,0
JUNIN,PE-3SA,10.0,DESPISTE,2.0,3.0,TUESDAY,0,0
LIMA,PE-16,13.0,CHOQUE,13.0,3.0,TUESDAY,0,0
LA LIBERTAD,PE-10A,21.0,CHOQUE,17.0,3.0,TUESDAY,0,0
JUNIN,PE-5S,26.0,CHOQUE,22.0,3.0,TUESDAY,1,0
CAJAMARCA,PE-08,30.0,DESPISTE,16.0,3.0,TUESDAY,0,0
CAJAMARCA,PE-06B,32.0,DESPISTE,10.0,3.0,TUESDAY,0,0
LA LIBERTAD,PE-10A,61.0,DESPISTE,2.0,3.0,TUESDAY,0,0
LIMA,PE-1S,132.0,DESPISTE,2.0,3.0,TUESDAY,0,0
PASCO,PE-3N,141.0,CHOQUE,16.0,3.0,TUESDAY,0,0
LIMA,PE-1N,153.0,DESPISTE,8.0,3.0,TUESDAY,0,0
LIMA,PE-1N,160.0,CHOQUE,2.0,3.0,TUESDAY,0,0
PIURA,PE-1NJ,326.0,CHOQUE,13.0,3.0,TUESDAY,0,0
LA LIBERTAD,PE-1N,578.0,DESPISTE,1.0,3.0,TUESDAY,0,0
PUNO,N.I.,0.0,DESPISTE,8.0,3.0,WEDNESDAY,0,1
AREQUIPA,AR-115,34.0,CHOQUE,7.0,3.0,WEDNESDAY,0,0
JUNIN,PE-5S,47.0,CHOQUE,23.0,3.0,WEDNESDAY,1,0
PIURA,PE-1N,67.0,CHOQUE,8.0,3.0,WEDNESDAY,0,1
LAMBAYEQUE,PE-1NJ,78.0,DESPISTE,18.0,3.0,WEDNESDAY,1,0
MOQUEGUA,PE-36A,84.0,CHOQUE,17.0,3.0,WEDNESDAY,0,0
MOQUEGUA,PE-36A,84.0,DESPISTE,18.0,3.0,WEDNESDAY,1,0
LIMA,PE-1N,88.0,CHOQUE,2.0,3.0,WEDNESDAY,0,0
AREQUIPA,PE-34A,90.0,CHOQUE,18.0,3.0,WEDNESDAY,1,0
LIMA,PE-1N,97.0,DESPISTE,20.0,3.0,WEDNESDAY,1,0
